,Food Item ID,"Country, region",Foodname in ,Foodname in English,Processing,Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,Compiler ID,Latest version of revision,EDIBLE,ENERC(kJ) (original),ENERC(kcal) (original),WATER(g),DM(g),XN,NT(g),PROTCNT(g),PROTCNP(g),PROT-(g),FAT(g),FATCE(g),FAT-(g),FASAT(g),FAMS(g),FAPU(g),CHOAVLDF(g),CHOAVL(g),CHOAVLM(g),CHOCDF(g),CHO-(g),SUGAR(g),SUGRD(g),FIBTG(g),FIBAD(g),FIBND(g),FIBC(g),FIB-(g),NSP(g),FIBINS(g),FIBSOL(g),CELLU(g),HEMCEL(g),LIGN(g),ASH(g),CA(mg),CLD(mg),CO(mcg),CR(mcg),CU(mg),FE(mg),K(mg),MG(mg),MN(mg),NA(mg),NI(mcg),P(mg),S(mg),SE(mcg),ZN(mg),AL(mcg),PB(mcg),NITRA(mg),VITA_RAE(mcg),VITA(mcg),VITA-(mcg),CARTBEQ(mcg),CAROT(mcg),CARTA(mcg),CARTB(mcg),CARTBCIS(mcg),CARTG(mcg),CRYPX(mcg),CRYPXB(mcg),LYCPN(mcg),LUTN(mcg),NEOX(mcg),NEUROSP(mcg),VIOLX(mcg),ZEA(mcg),CARTOID(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),NIATRP(mg),NIA-(mg),FOL-(mcg),VITC(mg),ASCL(mg),ASCDL(mg),VITC-(mg),TRES(g),XYLS(g),MANTL(mg),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F20D0(g),F22D0(g),F24D0(g),F14D1(g),F16D1(g),F16D1CN7(g),F18D1N9(g),F18D1CN7(g),F18D1(g),F20D1CN11(g),F20D1(g),F22D1(g),F18D2CN6(g),F18D2N6(g),F20D2N6(g),F18D3N3(g),F18D3CN3(g),F20D3N6(g),F18D4N3(g),F20D4N6(g),F22D4N6(g),F20D5N3(g),F22D5N3(g),F22D6N3(g),F22D6CN3(g),AAT18(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),CYSTE(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),MALAC(mg),OXALAC(mg),PHYTCPPI(mg),PHYTCPPD(mg),PHYTCPP(mg),PHYTC-(mg),PPI(mg),PPD(mg),PP-(mg),XP,IP3(mg),IP4(mg),IP5(mg),IP6(mg),IP5_A_IP6 (mg),IP4_A_IP5_A_IP6(mg),IPSUM (mg),PHYT-,CAFFAC(mg),KAEMF(mcg),CHLRAC(mg),CINAC(mg),ELLAC(mg),GALAAC(mg),KAEMF(mcg).1,NARING(mcg),PCHOUAC(mg),QUERCE(mcg),VANAC(mg),ISOHA(mcg),TAN(mg),SAPON(mg),CYAN(mcg),FLAVD(mcg),PH,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245
10,500363.0,"Guatemala, Alta Verapaz",Tziton,"Green leafy vegetables, cooked",r,Tinantia erecta Jacq,"Jun, Nov, Dec","From San Pedro Carcha municipality, consumed by Kekchi-speaking community",2,,,ve4,KE,1.0,,,,91,,6.25,,2.5,,,,,0.7,,,,,,,,3.4,,,,,,0.9,,,,,,,,1.3,203,,,,,2,285,40,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,500364.0,"Guatemala, Alta Verapaz",Frijol (Spanish name but also used by Kekchi people) ,"Cowpea, raw",r,Vigna sesquipedalis Fruwirth,"Jun, Nov, Dec","From San Pedro Carcha municipality, consumed by Kekchi-speaking community",1,,,ve4,KE,1.0,,,,84.8,,6.25,,4.8,,,,,1.2,,,,,,,,4.6,,,,,,2.6,,,,,,,,1.3,159,,,,,2,355,40,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,500365.0,"Guatemala, Alta Verapaz",Osh,"Malanga, raw",r,Xanthosoma violaceum Schott,"Jun, Nov, Dec","From San Pedro Carcha municipality, consumed by Kekchi-speaking community",2,,,ve4,KE,1.0,,,,88,,6.25,,3.5,,,,,0.7,,,,,,,,4.2,,,,,,1.8,,,,,,,,1.4,92,,,,,2,301,32,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,500366.0,Tanzania ,,"Asystasia, raw",r,Asystasia gangetica,,,,,,ve7,KE,1.0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,500367.0,Tanzania ,,"Asystasia,boiled",p,Asystasia gangetica,,Leaves boiled in an slight excess of water which is then disgarded,,,,ve7,KE,1.0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,500368.0,Tanzania ,,"Asystasia,boiled",p,Asystasia gangetica,,Leaves boiled using very little water,,,,ve7,KE,1.0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,500369.0,Tanzania ,,"Mustard greens, raw",r,Brassica juncea,,,,,,ve7,KE,1.0,,,,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,500370.0,Tanzania ,,"Mustard greens, boiled",p,Brassica juncea,,Leaves boiled in an slight excess of water which is then disgarded,,,,ve7,KE,1.0,,,,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,500371.0,Tanzania ,,"Mustard greens, boiled",p,Brassica juncea,,Leaves boiled using very little water,,,,ve7,KE,1.0,,,,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,500372.0,Tanzania ,,"Tassel flower, raw",r,Emilia javanica,,,,,,ve7,KE,1.0,,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,500373.0,Tanzania ,,"Tassel flower, boiled",p,Emilia javanica,,Leaves boiled in an slight excess of water which is then disgarded,,,,ve7,KE,1.0,,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,500374.0,Tanzania ,,"Tassel flower, boiled",p,Emilia javanica,,Leaves boiled using very little water,,,,ve7,KE,1.0,,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,500375.0,Tanzania ,,"Water williow, raw",r,Justicia insularis,,,,,,ve7,KE,1.0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,500376.0,Tanzania ,,"Water williow, boiled",p,Justicia insularis,,Leaves boiled in an slight excess of water which is then disgarded,,,,ve7,KE,1.0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
